Transaction_ID,Date,Customer_ID,Product,Quantity,Payment_Method,Country,Discount_Percentage,Shipping_Cost,Delivery_Days,Customer_Rating,Return_Status,Unit_Price,Total_Price_Before_Discount,Discount_Amount,Price_After_Discount,Final_Total,Category
TXN_0004427,2024-03-18,CUST_00029,Webcam,6,Credit Card,USA,0,5.0,20.0,4.0,No,72,432,0.0,432.0,437.0,Peripherals
TXN_0004496,2024-03-19,CUST_00450,Keyboard,1,Credit Card,India,0,15.0,19.0,5.0,Yes,117,117,0.0,117.0,132.0,Peripherals
TXN_0003368,2024-03-19,CUST_00415,Headphones,5,Apple Pay,France,0,15.0,15.0,4.0,No,179,895,0.0,895.0,910.0,Accessories
TXN_0000415,2024-03-19,CUST_00368,USB Cable,2,PayPal,Japan,0,10.0,23.0,,Yes,36,72,0.0,72.0,82.0,Accessories
TXN_0002152,2024-03-20,CUST_00621,Smartphone,9,Google Pay,Australia,0,10.0,15.0,3.0,No,837,7533,0.0,7533.0,7543.0,Electronics
TXN_0003156,2024-03-20,CUST_00362,Router,5,Credit Card,Australia,10,20.0,12.0,4.0,No,230,1150,115.0,1035.0,1055.0,Networking
TXN_0000631,2024-03-20,CUST_00800,Keyboard,5,PayPal,Australia,15,0.0,20.0,4.0,No,121,605,90.75,514.25,514.25,Peripherals
TXN_0004449,2024-03-20,CUST_00642,Speaker,2,Credit Card,Germany,5,5.0,17.0,4.0,No,169,338,16.900000000000002,321.1,326.1,Accessories
TXN_0003260,2024-03-20,CUST_00215,Screen Protector,9,Bank Transfer,Australia,5,10.0,7.0,1.0,No,98,882,44.1,837.9,847.9,Accessories
TXN_0004732,2024-03-20,CUST_00599,Speaker,8,Credit Card,Australia,5,15.0,15.0,5.0,No,205,1640,82.0,1558.0,1573.0,Accessories
TXN_0000564,2024-03-20,CUST_00072,Webcam,8,Bank Transfer,Australia,0,15.0,16.0,5.0,No,65,520,0.0,520.0,535.0,Peripherals
TXN_0001873,2024-03-20,CUST_00937,Speaker,9,Apple Pay,Canada,0,25.0,2.0,1.0,No,269,2421,0.0,2421.0,2446.0,Accessories
TXN_0002857,2024-03-20,CUST_00051,Microphone,1,Credit Card,France,5,15.0,6.0,5.0,No,60,60,3.0,57.0,72.0,Peripherals
TXN_0003629,2024-03-21,CUST_00822,Hard Drive,1,PayPal,India,15,20.0,5.0,5.0,No,212,212,31.799999999999997,180.2,200.2,Storage
TXN_0003904,2024-03-21,CUST_00822,Monitor,6,PayPal,Australia,0,10.0,28.0,4.0,No,366,2196,0.0,2196.0,2206.0,Peripherals
TXN_0002278,2024-03-21,CUST_00784,Router,6,Debit Card,Australia,0,20.0,,5.0,Yes,100,600,0.0,600.0,620.0,Networking
TXN_0000941,2024-03-21,CUST_00050,Speaker,5,Google Pay,USA,0,15.0,14.0,5.0,No,221,1105,0.0,1105.0,1120.0,Accessories
TXN_0003935,2024-03-21,CUST_00187,Webcam,7,Bank Transfer,India,0,10.0,9.0,5.0,No,123,861,0.0,861.0,871.0,Peripherals
TXN_0000760,2024-03-21,CUST_00714,Microphone,1,Google Pay,Canada,0,25.0,11.0,5.0,Yes,118,118,0.0,118.0,143.0,Peripherals
TXN_0000456,2024-03-22,CUST_00530,Headphones,2,Google Pay,Australia,0,20.0,27.0,4.0,No,247,494,0.0,494.0,514.0,Accessories
TXN_0000793,2024-03-22,CUST_00778,Speaker,6,Bank Transfer,Canada,0,10.0,,5.0,Yes,160,960,0.0,960.0,970.0,Accessories
TXN_0002924,2024-03-22,CUST_00938,Hard Drive,1,PayPal,Canada,0,15.0,5.0,5.0,No,105,105,0.0,105.0,120.0,Storage
TXN_0002386,2024-03-22,CUST_00296,Smartphone,3,Bank Transfer,Germany,10,20.0,17.0,4.0,No,825,2475,247.5,2227.5,2247.5,Electronics
TXN_0001058,2024-03-23,CUST_00303,USB Cable,5,Debit Card,France,0,20.0,2.0,4.0,No,33,165,0.0,165.0,185.0,Accessories
TXN_0001648,2024-03-23,CUST_00009,Hard Drive,3,Google Pay,India,10,20.0,22.0,1.0,No,213,639,63.900000000000006,575.1,595.1,Storage
TXN_0003397,2024-03-23,CUST_00007,Laptop,8,Google Pay,UK,0,0.0,29.0,2.0,No,1092,8736,0.0,8736.0,8736.0,Electronics
TXN_0004360,2024-03-24,CUST_00574,Webcam,4,Bank Transfer,India,0,20.0,2.0,4.0,No,119,476,0.0,476.0,496.0,Peripherals
TXN_0001935,2024-03-24,CUST_00402,Smartphone,8,Bank Transfer,Canada,0,20.0,21.0,4.0,No,828,6624,0.0,6624.0,6644.0,Electronics
TXN_0002660,2024-03-24,CUST_00130,Router,6,Bank Transfer,UK,0,20.0,11.0,4.0,No,121,726,0.0,726.0,746.0,Networking
TXN_0003210,2024-03-24,CUST_00950,Smartphone,6,Google Pay,Germany,5,5.0,4.0,5.0,No,759,4554,227.70000000000002,4326.3,4331.3,Electronics
TXN_0004592,2024-03-24,CUST_00422,Hard Drive,6,Debit Card,Japan,5,10.0,23.0,4.0,No,182,1092,54.6,1037.4,1047.4,Storage
TXN_0000761,2024-03-24,CUST_00083,Tablet,9,Apple Pay,Japan,5,15.0,11.0,2.0,No,493,4437,221.85000000000002,4215.15,4230.15,Electronics
TXN_0002511,2024-03-24,CUST_00327,Tablet,9,Google Pay,India,0,10.0,26.0,5.0,No,569,5121,0.0,5121.0,5131.0,Electronics
TXN_0002317,2024-03-24,CUST_00726,Speaker,6,PayPal,UK,0,5.0,11.0,4.0,No,154,924,0.0,924.0,929.0,Accessories
TXN_0003953,2024-03-25,CUST_00179,Mouse,4,PayPal,Canada,5,15.0,5.0,5.0,No,91,364,18.2,345.8,360.8,Peripherals
TXN_0003598,2024-03-25,CUST_00211,Mouse,3,Apple Pay,France,15,10.0,3.0,5.0,No,112,336,50.4,285.6,295.6,Peripherals
TXN_0003012,2024-03-25,CUST_00039,Router,9,PayPal,UK,0,0.0,2.0,5.0,No,178,1602,0.0,1602.0,1602.0,Networking
TXN_0004856,2024-03-25,CUST_00942,Microphone,9,Credit Card,Australia,0,20.0,6.0,5.0,No,161,1449,0.0,1449.0,1469.0,Peripherals
TXN_0004549,2024-03-25,CUST_00801,Monitor,3,Google Pay,Canada,0,10.0,15.0,,No,364,1092,0.0,1092.0,1102.0,Peripherals
TXN_0003293,2024-03-25,CUST_00513,Screen Protector,4,Apple Pay,Germany,15,0.0,23.0,5.0,No,54,216,32.4,183.6,183.6,Accessories
TXN_0001372,2024-03-25,CUST_00348,Router,6,Google Pay,USA,0,20.0,8.0,5.0,No,193,1158,0.0,1158.0,1178.0,Networking
TXN_0001467,2024-03-25,CUST_00377,Charger,1,Debit Card,Australia,0,10.0,27.0,4.0,No,8,8,0.0,8.0,18.0,Accessories
TXN_0002093,2024-03-25,CUST_00584,Mouse,6,Bank Transfer,UK,10,10.0,27.0,1.0,No,20,120,12.0,108.0,118.0,Peripherals
TXN_0000812,2024-03-25,CUST_00054,Webcam,6,PayPal,India,10,5.0,28.0,2.0,No,146,876,87.60000000000001,788.4,793.4,Peripherals
TXN_0000718,2024-03-25,CUST_00891,Tablet,5,Credit Card,UK,0,10.0,13.0,5.0,Yes,470,2350,0.0,2350.0,2360.0,Electronics
TXN_0004263,2024-03-25,CUST_00729,Tablet,5,Bank Transfer,France,5,20.0,19.0,4.0,No,496,2480,124.0,2356.0,2376.0,Electronics
TXN_0003341,2024-03-26,CUST_00697,Hard Drive,7,Google Pay,UK,0,25.0,2.0,4.0,No,191,1337,0.0,1337.0,1362.0,Storage
TXN_0003606,2024-03-26,CUST_00641,Router,6,PayPal,Australia,0,20.0,27.0,5.0,No,199,1194,0.0,1194.0,1214.0,Networking
TXN_0004818,2024-03-26,CUST_00560,Headphones,7,Credit Card,Japan,0,20.0,28.0,5.0,Yes,232,1624,0.0,1624.0,1644.0,Accessories
TXN_0003990,2024-03-26,CUST_00486,Charger,5,Bank Transfer,Australia,0,15.0,10.0,,No,82,410,0.0,410.0,425.0,Accessories
TXN_0004611,2024-03-26,CUST_00186,Headphones,3,Debit Card,France,0,5.0,3.0,5.0,No,242,726,0.0,726.0,731.0,Accessories
TXN_0000639,2024-03-26,CUST_00880,Speaker,6,Credit Card,Canada,20,15.0,25.0,3.0,No,296,1776,355.20000000000005,1420.8,1435.8,Accessories
TXN_0004234,2024-03-26,CUST_00716,Monitor,5,Credit Card,Canada,5,10.0,14.0,5.0,No,432,2160,108.0,2052.0,2062.0,Peripherals
TXN_0003705,2024-03-27,CUST_00674,Microphone,9,Debit Card,France,0,5.0,14.0,4.0,No,187,1683,0.0,1683.0,1688.0,Peripherals
TXN_0003681,2024-03-27,CUST_00620,Monitor,9,Bank Transfer,India,5,25.0,13.0,5.0,No,387,3483,174.15,3308.85,3333.85,Peripherals
TXN_0001247,2024-03-27,CUST_00925,Screen Protector,9,Credit Card,UK,5,15.0,7.0,5.0,No,-27,-243,-12.15,-230.85,-215.85,Accessories
TXN_0004346,2024-03-27,CUST_00032,Hard Drive,1,Apple Pay,UK,15,5.0,24.0,1.0,No,160,160,24.0,136.0,141.0,Storage
TXN_0004224,2024-03-27,CUST_00978,Monitor,5,PayPal,Japan,0,10.0,20.0,4.0,No,394,1970,0.0,1970.0,1980.0,Peripherals
TXN_0004266,2024-03-27,CUST_00595,Tablet,6,PayPal,France,15,25.0,17.0,5.0,No,570,3420,513.0,2907.0,2932.0,Electronics
TXN_0002156,2024-03-27,CUST_00200,Keyboard,6,Google Pay,Japan,0,0.0,6.0,5.0,No,212,1272,0.0,1272.0,1272.0,Peripherals
TXN_0004195,2024-03-27,CUST_00458,USB Cable,7,Bank Transfer,France,10,25.0,21.0,,No,107,749,74.9,674.1,699.1,Accessories
TXN_0003899,2024-03-28,CUST_00300,Mouse,9,PayPal,Germany,0,15.0,1.0,3.0,No,90,810,0.0,810.0,825.0,Peripherals
TXN_0001721,2024-03-28,CUST_00976,Mouse,3,Google Pay,Germany,0,20.0,18.0,5.0,No,73,219,0.0,219.0,239.0,Peripherals
TXN_0003266,2024-03-28,CUST_00521,Webcam,9,PayPal,UK,0,10.0,7.0,4.0,No,135,1215,0.0,1215.0,1225.0,Peripherals
TXN_0000273,2024-03-28,CUST_00683,Smartphone,7,Google Pay,Canada,15,0.0,7.0,3.0,Yes,824,5768,865.1999999999999,4902.8,4902.8,Electronics
TXN_0002271,2024-03-28,CUST_00340,Webcam,6,Google Pay,France,5,25.0,1.0,3.0,Yes,109,654,32.7,621.3,646.3,Peripherals
TXN_0000334,2024-03-28,CUST_00105,Microphone,7,PayPal,Canada,0,5.0,17.0,1.0,No,89,623,0.0,623.0,628.0,Peripherals
TXN_0004209,2024-03-28,CUST_00271,Mouse,3,Credit Card,UK,0,15.0,29.0,5.0,No,94,282,0.0,282.0,297.0,Peripherals
TXN_0000470,2024-03-28,CUST_00712,Mouse,4,Bank Transfer,Germany,0,10.0,4.0,5.0,No,50,200,0.0,200.0,210.0,Peripherals
TXN_0001581,2024-03-29,CUST_00503,Router,6,Debit Card,France,0,15.0,29.0,5.0,No,158,948,0.0,948.0,963.0,Networking
TXN_0003048,2024-03-29,CUST_00213,Laptop,9,Credit Card,UK,0,0.0,4.0,5.0,Yes,1072,9648,0.0,9648.0,9648.0,Electronics
TXN_0002094,2024-03-29,CUST_00722,Speaker,6,Debit Card,USA,0,5.0,10.0,2.0,No,249,1494,0.0,1494.0,1499.0,Accessories
TXN_0002064,2024-03-29,CUST_00467,Tablet,2,Bank Transfer,Germany,5,5.0,1.0,4.0,Yes,512,1024,51.2,972.8,977.8,Electronics
TXN_0003303,2024-03-29,CUST_00686,Screen Protector,5,Google Pay,France,0,20.0,6.0,5.0,No,-9,-45,-0.0,-45.0,-25.0,Accessories
TXN_0002957,2024-03-29,CUST_00522,Charger,7,PayPal,Canada,0,5.0,17.0,,No,35,245,0.0,245.0,250.0,Accessories
TXN_0004800,2024-03-30,CUST_00317,Headphones,4,Credit Card,India,0,25.0,4.0,4.0,Yes,235,940,0.0,940.0,965.0,Accessories
TXN_0004487,2024-03-30,CUST_00565,Laptop,6,Apple Pay,France,20,15.0,,5.0,Yes,1083,6498,1299.6000000000001,5198.4,5213.4,Electronics
TXN_0001330,2024-03-30,CUST_00328,Speaker,2,Bank Transfer,Germany,0,5.0,14.0,5.0,Yes,171,342,0.0,342.0,347.0,Accessories
TXN_0002073,2024-03-30,CUST_00015,Mouse,7,Google Pay,USA,0,15.0,29.0,4.0,No,112,784,0.0,784.0,799.0,Peripherals
TXN_0000061,2024-03-30,CUST_00679,Smartphone,7,Credit Card,Canada,0,10.0,16.0,5.0,No,861,6027,0.0,6027.0,6037.0,Electronics
TXN_0003724,2024-03-30,CUST_00854,Hard Drive,3,Apple Pay,India,15,25.0,13.0,5.0,No,142,426,63.9,362.1,387.1,Storage
TXN_0001755,2024-03-30,CUST_00014,Headphones,9,Google Pay,USA,10,20.0,17.0,1.0,No,183,1647,164.70000000000002,1482.3,1502.3,Accessories
TXN_0002439,2024-03-30,CUST_00499,Laptop,7,PayPal,Germany,0,15.0,21.0,3.0,No,1083,7581,0.0,7581.0,7596.0,Electronics
TXN_0001654,2024-03-30,CUST_00839,Screen Protector,9,PayPal,India,0,10.0,22.0,3.0,No,88,792,0.0,792.0,802.0,Accessories
TXN_0003185,2024-03-30,CUST_00936,Laptop,3,Google Pay,Japan,0,25.0,5.0,4.0,No,1052,3156,0.0,3156.0,3181.0,Electronics
TXN_0000568,2024-03-30,CUST_00509,USB Cable,1,PayPal,Germany,10,15.0,21.0,3.0,No,-11,-11,-1.1,-9.9,5.1,Accessories
TXN_0002206,2024-03-30,CUST_00892,Headphones,1,Apple Pay,India,0,10.0,23.0,1.0,No,146,146,0.0,146.0,156.0,Accessories
TXN_0003257,2024-03-31,CUST_01000,Laptop,9,Credit Card,Australia,10,25.0,8.0,5.0,No,1007,9063,906.3000000000001,8156.7,8181.7,Electronics
TXN_0000647,2024-03-31,CUST_00912,Router,8,Credit Card,Australia,5,15.0,12.0,1.0,No,104,832,41.6,790.4,805.4,Networking
TXN_0003633,2024-03-31,CUST_00839,Microphone,1,PayPal,USA,5,10.0,16.0,5.0,No,86,86,4.3,81.7,91.7,Peripherals
TXN_0003822,2024-03-31,CUST_00173,USB Cable,9,Credit Card,UK,0,15.0,5.0,1.0,No,72,648,0.0,648.0,663.0,Accessories
TXN_0000082,2024-03-31,CUST_00761,Charger,9,PayPal,Germany,5,5.0,11.0,5.0,No,26,234,11.700000000000001,222.3,227.3,Accessories
TXN_0000184,2024-03-31,CUST_00328,Laptop,7,Credit Card,Germany,10,0.0,17.0,2.0,No,1050,7350,735.0,6615.0,6615.0,Electronics
TXN_0002304,2024-03-31,CUST_00617,Tablet,4,Debit Card,Japan,0,15.0,22.0,4.0,No,588,2352,0.0,2352.0,2367.0,Electronics
TXN_0003868,2024-03-31,CUST_00214,Router,8,Bank Transfer,Japan,5,20.0,12.0,3.0,No,223,1784,89.2,1694.8,1714.8,Networking
TXN_0003985,2024-03-31,CUST_00412,Keyboard,6,Bank Transfer,India,10,5.0,15.0,5.0,No,153,918,91.80000000000001,826.2,831.2,Peripherals
TXN_0003816,2024-04-01,CUST_00353,Speaker,7,Bank Transfer,Germany,5,5.0,22.0,5.0,No,154,1078,53.900000000000006,1024.1,1029.1,Accessories
TXN_0000755,2024-04-01,CUST_00113,Mouse,4,Credit Card,USA,0,5.0,,5.0,Yes,129,516,0.0,516.0,521.0,Peripherals
TXN_0002405,2024-04-01,CUST_00298,Tablet,9,Apple Pay,Australia,0,15.0,8.0,3.0,No,509,4581,0.0,4581.0,4596.0,Electronics
TXN_0004533,2024-04-01,CUST_00211,Monitor,6,Google Pay,USA,5,5.0,11.0,4.0,No,458,2748,137.4,2610.6,2615.6,Peripherals
TXN_0003014,2024-04-01,CUST_00801,Hard Drive,4,Bank Transfer,USA,0,20.0,,5.0,Yes,211,844,0.0,844.0,864.0,Storage
TXN_0000538,2024-04-01,CUST_00426,Tablet,8,Credit Card,India,15,25.0,24.0,5.0,No,480,3840,576.0,3264.0,3289.0,Electronics
TXN_0000750,2024-04-02,CUST_00076,Laptop,5,Debit Card,UK,0,15.0,26.0,5.0,No,1045,5225,0.0,5225.0,5240.0,Electronics
TXN_0004894,2024-04-02,CUST_00474,USB Cable,6,Bank Transfer,Canada,0,20.0,18.0,5.0,No,32,192,0.0,192.0,212.0,Accessories
TXN_0001219,2024-04-02,CUST_00072,Speaker,7,Debit Card,India,0,10.0,3.0,4.0,No,296,2072,0.0,2072.0,2082.0,Accessories
TXN_0004817,2024-04-02,CUST_00908,Hard Drive,1,Credit Card,France,5,15.0,27.0,5.0,No,192,192,9.600000000000001,182.4,197.4,Storage
TXN_0004220,2024-04-02,CUST_00483,Keyboard,4,Apple Pay,UK,5,15.0,24.0,,No,191,764,38.2,725.8,740.8,Peripherals
TXN_0001836,2024-04-03,CUST_00859,Headphones,8,Apple Pay,India,0,10.0,26.0,3.0,No,190,1520,0.0,1520.0,1530.0,Accessories
TXN_0001693,2024-04-03,CUST_00555,Laptop,5,Google Pay,India,5,20.0,17.0,3.0,No,985,4925,246.25,4678.75,4698.75,Electronics
TXN_0003889,2024-04-03,CUST_00805,Keyboard,2,Google Pay,Germany,15,5.0,11.0,5.0,No,189,378,56.699999999999996,321.3,326.3,Peripherals
TXN_0003734,2024-04-03,CUST_00269,Keyboard,4,Bank Transfer,India,0,10.0,18.0,5.0,No,199,796,0.0,796.0,806.0,Peripherals
TXN_0001011,2024-04-03,CUST_00559,USB Cable,1,Google Pay,France,15,0.0,28.0,3.0,No,-36,-36,-5.3999999999999995,-30.6,-30.6,Accessories
TXN_0002223,2024-04-03,CUST_00776,USB Cable,1,Debit Card,France,15,25.0,4.0,3.0,No,72,72,10.799999999999999,61.2,86.2,Accessories
TXN_0001711,2024-04-03,CUST_00732,Router,2,Apple Pay,Japan,0,10.0,13.0,5.0,No,122,244,0.0,244.0,254.0,Networking
TXN_0000013,2024-04-03,CUST_00375,Router,4,Bank Transfer,France,5,20.0,28.0,4.0,No,118,472,23.6,448.4,468.4,Networking
TXN_0004825,2024-04-03,CUST_00261,USB Cable,7,Google Pay,India,5,15.0,21.0,3.0,No,-6,-42,-2.1,-39.9,-24.9,Accessories
TXN_0002142,2024-04-03,CUST_00827,Mouse,4,Debit Card,Japan,0,5.0,12.0,1.0,Yes,105,420,0.0,420.0,425.0,Peripherals
TXN_0001117,2024-04-04,CUST_00728,Tablet,9,Google Pay,Canada,10,20.0,18.0,5.0,No,460,4140,414.0,3726.0,3746.0,Electronics
TXN_0000317,2024-04-04,CUST_00550,Keyboard,7,Apple Pay,Canada,0,0.0,9.0,5.0,No,203,1421,0.0,1421.0,1421.0,Peripherals
TXN_0003066,2024-04-04,CUST_00542,Webcam,7,Credit Card,Germany,5,15.0,8.0,5.0,No,59,413,20.650000000000002,392.35,407.35,Peripherals
TXN_0002306,2024-04-04,CUST_00488,Keyboard,4,Google Pay,India,20,5.0,,5.0,Yes,83,332,66.4,265.6,270.6,Peripherals
TXN_0001937,2024-04-04,CUST_00345,Smartphone,2,Debit Card,Germany,5,20.0,5.0,4.0,No,829,1658,82.9,1575.1,1595.1,Electronics
TXN_0000028,2024-04-04,CUST_00940,Monitor,2,PayPal,UK,20,0.0,4.0,3.0,No,460,920,184.0,736.0,736.0,Peripherals
TXN_0001687,2024-04-04,CUST_00965,Smartphone,3,Google Pay,Japan,10,25.0,21.0,5.0,No,867,2601,260.1,2340.9,2365.9,Electronics
TXN_0000141,2024-04-05,CUST_00387,Hard Drive,2,Debit Card,India,5,10.0,15.0,5.0,No,91,182,9.1,172.9,182.9,Storage
TXN_0000710,2024-04-05,CUST_00608,Laptop,6,Credit Card,Australia,0,15.0,17.0,5.0,No,1049,6294,0.0,6294.0,6309.0,Electronics
TXN_0000734,2024-04-05,CUST_00726,USB Cable,6,Debit Card,Canada,15,15.0,14.0,5.0,Yes,31,186,27.9,158.1,173.1,Accessories
TXN_0002632,2024-04-05,CUST_00271,Headphones,3,Bank Transfer,France,0,10.0,9.0,3.0,No,164,492,0.0,492.0,502.0,Accessories
TXN_0003866,2024-04-05,CUST_00166,Laptop,5,Credit Card,France,5,5.0,20.0,4.0,No,1002,5010,250.5,4759.5,4764.5,Electronics
TXN_0002344,2024-04-06,CUST_00105,Keyboard,2,Credit Card,Germany,0,15.0,12.0,4.0,No,133,266,0.0,266.0,281.0,Peripherals
TXN_0004054,2024-04-06,CUST_00090,Mouse,6,Credit Card,Canada,0,10.0,8.0,5.0,No,29,174,0.0,174.0,184.0,Peripherals
TXN_0000083,2024-04-06,CUST_00227,Speaker,2,Apple Pay,Japan,5,0.0,3.0,4.0,No,292,584,29.200000000000003,554.8,554.8,Accessories
TXN_0000131,2024-04-06,CUST_00712,Monitor,9,Google Pay,USA,10,5.0,5.0,4.0,No,499,4491,449.1,4041.9,4046.9,Peripherals
TXN_0004834,2024-04-06,CUST_00892,Speaker,4,Apple Pay,Australia,0,20.0,,1.0,Yes,233,932,0.0,932.0,952.0,Accessories
TXN_0001127,2024-04-06,CUST_00420,USB Cable,1,Apple Pay,Canada,0,5.0,27.0,5.0,No,69,69,0.0,69.0,74.0,Accessories
TXN_0002404,2024-04-07,CUST_00844,Screen Protector,8,Credit Card,USA,5,20.0,5.0,5.0,No,68,544,27.200000000000003,516.8,536.8,Accessories
TXN_0001793,2024-04-07,CUST_00294,Tablet,9,Debit Card,Australia,0,25.0,27.0,5.0,No,547,4923,0.0,4923.0,4948.0,Electronics
TXN_0002623,2024-04-07,CUST_00187,Monitor,4,Debit Card,Canada,0,5.0,1.0,4.0,No,479,1916,0.0,1916.0,1921.0,Peripherals
TXN_0001569,2024-04-07,CUST_00196,USB Cable,3,Google Pay,USA,0,15.0,5.0,4.0,No,1,3,0.0,3.0,18.0,Accessories
TXN_0002628,2024-04-07,CUST_00292,Microphone,9,Google Pay,UK,5,20.0,9.0,3.0,No,82,738,36.9,701.1,721.1,Peripherals
TXN_0002557,2024-04-07,CUST_00567,Laptop,9,Bank Transfer,France,15,5.0,7.0,2.0,No,1060,9540,1431.0,8109.0,8114.0,Electronics
TXN_0000245,2024-04-08,CUST_00367,Keyboard,2,PayPal,Canada,0,15.0,13.0,5.0,Yes,156,312,0.0,312.0,327.0,Peripherals
TXN_0004240,2024-04-08,CUST_00176,Screen Protector,7,Google Pay,USA,0,0.0,25.0,5.0,No,42,294,0.0,294.0,294.0,Accessories
TXN_0002465,2024-04-09,CUST_00482,Microphone,2,Apple Pay,Japan,5,5.0,21.0,5.0,No,199,398,19.900000000000002,378.1,383.1,Peripherals
TXN_0003502,2024-04-09,CUST_00639,Webcam,9,PayPal,USA,15,15.0,22.0,5.0,No,56,504,75.6,428.4,443.4,Peripherals
TXN_0003787,2024-04-09,CUST_00180,Monitor,2,Apple Pay,France,0,5.0,23.0,5.0,No,449,898,0.0,898.0,903.0,Peripherals
TXN_0004528,2024-04-09,CUST_00773,Tablet,6,Debit Card,Germany,15,10.0,12.0,5.0,No,512,3072,460.79999999999995,2611.2,2621.2,Electronics
TXN_0003117,2024-04-09,CUST_00255,Mouse,1,Google Pay,India,10,10.0,1.0,,No,4,4,0.4,3.6,13.6,Peripherals
TXN_0004952,2024-04-09,CUST_00765,Smartphone,6,PayPal,Canada,15,20.0,5.0,5.0,No,851,5106,765.9,4340.1,4360.1,Electronics
TXN_0003650,2024-04-10,CUST_00732,Charger,5,PayPal,France,5,10.0,12.0,5.0,No,-4,-20,-1.0,-19.0,-9.0,Accessories
TXN_0000835,2024-04-10,CUST_00758,Microphone,3,Debit Card,India,15,20.0,27.0,5.0,No,98,294,44.1,249.9,269.9,Peripherals
TXN_0002323,2024-04-10,CUST_00251,USB Cable,5,Apple Pay,Germany,5,20.0,10.0,4.0,No,-21,-105,-5.25,-99.75,-79.75,Accessories
TXN_0001414,2024-04-10,CUST_00506,Speaker,5,Apple Pay,Germany,5,20.0,21.0,5.0,No,281,1405,70.25,1334.75,1354.75,Accessories
TXN_0002620,2024-04-10,CUST_00721,Microphone,8,Bank Transfer,UK,15,5.0,7.0,4.0,No,106,848,127.19999999999999,720.8,725.8,Peripherals
TXN_0002355,2024-04-10,CUST_00472,Monitor,2,PayPal,USA,0,20.0,,5.0,Yes,439,878,0.0,878.0,898.0,Peripherals
TXN_0002394,2024-04-11,CUST_00052,Screen Protector,6,Debit Card,Germany,5,25.0,17.0,5.0,No,103,618,30.900000000000002,587.1,612.1,Accessories
TXN_0002508,2024-04-11,CUST_00206,Tablet,7,Debit Card,USA,15,10.0,3.0,,No,523,3661,549.15,3111.85,3121.85,Electronics
TXN_0000010,2024-04-11,CUST_00790,Speaker,9,PayPal,India,0,15.0,8.0,5.0,No,247,2223,0.0,2223.0,2238.0,Accessories
TXN_0002397,2024-04-11,CUST_00797,Charger,9,Apple Pay,India,5,15.0,18.0,5.0,Yes,47,423,21.150000000000002,401.85,416.85,Accessories
TXN_0001364,2024-04-11,CUST_00260,Smartphone,5,Debit Card,Australia,0,0.0,19.0,4.0,No,751,3755,0.0,3755.0,3755.0,Electronics
TXN_0001652,2024-04-11,CUST_00327,Keyboard,8,Debit Card,Germany,0,5.0,12.0,2.0,No,189,1512,0.0,1512.0,1517.0,Peripherals
TXN_0003207,2024-04-11,CUST_00521,Laptop,8,Bank Transfer,UK,20,5.0,12.0,4.0,Yes,976,7808,1561.6000000000001,6246.4,6251.4,Electronics
TXN_0004300,2024-04-12,CUST_00602,Speaker,8,Bank Transfer,Canada,0,15.0,27.0,4.0,No,176,1408,0.0,1408.0,1423.0,Accessories
TXN_0000954,2024-04-12,CUST_00802,USB Cable,8,Credit Card,Germany,5,20.0,6.0,4.0,No,-9,-72,-3.6,-68.4,-48.400000000000006,Accessories
TXN_0004875,2024-04-12,CUST_00804,Keyboard,3,PayPal,Australia,10,15.0,14.0,4.0,No,74,222,22.200000000000003,199.8,214.8,Peripherals
TXN_0002956,2024-04-12,CUST_00740,Mouse,9,Debit Card,USA,5,0.0,20.0,4.0,No,35,315,15.75,299.25,299.25,Peripherals
TXN_0001176,2024-04-13,CUST_00610,Mouse,1,Credit Card,Japan,0,10.0,15.0,1.0,No,21,21,0.0,21.0,31.0,Peripherals
TXN_0001251,2024-04-13,CUST_00029,Laptop,3,Debit Card,India,5,10.0,8.0,5.0,No,962,2886,144.3,2741.7,2751.7,Electronics
TXN_0003149,2024-04-13,CUST_00820,Headphones,9,Bank Transfer,France,5,20.0,,5.0,Yes,229,2061,103.05000000000001,1957.95,1977.95,Accessories
TXN_0002702,2024-04-13,CUST_00888,Screen Protector,9,Credit Card,UK,0,5.0,2.0,5.0,No,89,801,0.0,801.0,806.0,Accessories
TXN_0000579,2024-04-13,CUST_00570,Charger,1,Bank Transfer,Australia,0,10.0,18.0,4.0,No,107,107,0.0,107.0,117.0,Accessories
TXN_0000916,2024-04-14,CUST_00034,Keyboard,8,Google Pay,USA,0,5.0,29.0,5.0,No,97,776,0.0,776.0,781.0,Peripherals
TXN_0002121,2024-04-14,CUST_00152,Screen Protector,7,Credit Card,Australia,15,0.0,25.0,3.0,No,82,574,86.1,487.9,487.9,Accessories
TXN_0004729,2024-04-14,CUST_00914,Headphones,5,Debit Card,India,10,15.0,4.0,5.0,No,155,775,77.5,697.5,712.5,Accessories
TXN_0000318,2024-04-14,CUST_00119,Keyboard,3,PayPal,Germany,0,10.0,10.0,5.0,No,139,417,0.0,417.0,427.0,Peripherals
TXN_0004885,2024-04-15,CUST_00146,Keyboard,2,Credit Card,Australia,0,5.0,23.0,5.0,No,142,284,0.0,284.0,289.0,Peripherals
TXN_0003693,2024-04-15,CUST_00108,Webcam,2,Apple Pay,Germany,0,20.0,18.0,5.0,No,68,136,0.0,136.0,156.0,Peripherals
